"A0002600","R0000100","R0000300","R0000500","R0006500","R0007900","R0009100","R0173600","R0214700","R0214800","R0410100","R0410300","R0618301","T4181500","T4188900","T4189900","T4193600","T4201000","T4201100","T4246600","T4246700","T4253500","T4253600","T4254500","T4254600","T4255000","T4255100","T4259000","T4259100","T4282300","T4282800","T4282900","T4283300","T4429600","T4434100","T4467000","T4478200","T4478300","T4876800","T4890700","T4890800","T4890900","T4891000","T4891300","T4892000","T4892200","T4892300","T4892400","T4892500","T4892600","T4892700","T4892800","T4892900","T4894200","T4894300","T4894400","T4897200","T4897800","T4897900","T4898000","T4915800","T5019200","T5019300","T5019700","T5019900","T5022100","T5022300","T5022500","T5022600","T5022800","T5023100","T5023200","T5023300","T5024700","T5024800","T5024900","T5025000","T5025100","T5025900","T5026000","T5026200","T5031400","T5031500","T5031600","T5054600","T5058900"
458,6214,8,63,12,4,6,13,2,2,8,63,11100,11,-4,-4,-4,-4,12,1,-4,30,-4,30,-4,0,-4,1,-4,7860,4130,-4,1,1,0,4960,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,285,5,11,1,2,1,1,-4,-4,0,-1,426,-4,1100,-4,117227,-4,4,-1,-3,3,2,1,1560,52,0,0,0,1,2,7,2,2,12,1,1
458,6215,10,57,11,2,13,13,2,2,10,57,39388,11,-4,-4,-4,-4,14,1,-4,35,-4,35,-4,0,-4,1,-4,6680,5240,-4,2,0,0,9620,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,1,5,155,5,0,1,2,1,1,-4,-4,0,47000,1129,-4,3000,-4,146417,-4,2,52000,0,3,2,1,1820,52,0,0,0,1,2,2,2,0,-4,1,1
458,6216,2,62,11,5,13,10,2,1,2,62,17780,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,6870,4020,-4,2,0,0,430,-4,-4,-4,-4,0,0,0,-4,1,1,1,12,0,-4,170,5,6,1,2,1,1,-4,-4,0,55000,1450,-4,1500,-4,128748,-4,3,69400,0,3,2,1,2080,52,0,0,0,1,2,9,3,1,21,1,1
458,6217,5,63,11,5,13,13,2,2,5,63,8819,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,4970,4050,-4,2,0,0,7150,52,35,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,158,5,5,1,2,2,1,-4,-4,0,26000,439,-4,1300,-4,112161,-4,2,56000,0,3,2,1,2080,52,0,0,0,1,2,10,2,0,-4,1,1
458,6218,9,62,11,12,4,10,2,1,9,62,30930,11,-4,-4,0,-4,15,1,-4,40,-4,40,-4,0,-4,1,-4,8190,3300,-4,3,0,0,5810,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,191,6,2,1,2,1,1,-4,-4,0,-1,258,-4,-4,-4,128748,-4,1,-1,-3,3,1,0,2080,52,0,0,0,1,2,13,3,0,-4,1,1
458,6219,7,64,-2,-2,4,13,2,2,7,64,50004,11,-4,-4,0,-4,20,1,0,20,35,20,35,0,0,1,1,6380,9130,2320,2,0,0,-4,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,1,20,200,5,9,1,2,1,1,-4,-4,0,20000,64,32,1584,664,134730,-4,2,20000,0,3,1,0,1460,49,-3,-3,0,1,2,13,1,1,21,1,1
458,6220,7,61,12,11,3,13,2,2,7,61,19315,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,9070,8310,-4,2,0,0,995,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,5,6,1,2,1,1,-4,-4,0,25000,746,-4,1295,-4,174746,-4,1,25000,0,3,3,6,2080,52,0,0,0,1,3,8,2,0,-4,1,1
458,6221,12,62,12,9,3,13,2,2,12,62,2212,11,-4,-4,0,-4,11,1,-4,40,-4,40,-4,3,-4,1,-4,8660,4230,-4,3,0,0,9990,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,230,5,6,1,1,2,1,-4,-4,0,350,172,-4,825,-4,177104,-4,3,2102,1,3,3,3,2080,52,0,0,0,1,2,7,2,1,34,1,1
458,6222,1,63,12,-2,3,10,2,1,1,63,7251,11,-4,-4,0,-4,12,1,-4,49,-4,49,-4,0,-4,1,-4,3980,9600,-4,2,0,0,423,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,1,2,225,6,2,0,-4,2,1,-4,-4,0,10000,-3,-4,1000,-4,231660,-4,2,-2,-3,3,3,3,2548,52,0,0,0,1,3,9,2,0,-4,1,1
458,6223,8,64,8,-2,6,13,2,2,7,64,11980,11,-4,-4,0,-4,12,0,-4,40,-4,40,-4,0,-4,1,-4,3090,7750,-4,2,0,0,8960,52,-2,3,0,0,0,0,-4,0,-4,-4,-4,0,-4,130,5,4,1,2,1,1,-4,-4,0,7000,469,-4,800,-4,215203,-4,1,7000,1,3,1,0,2080,52,0,0,0,1,1,6,3,0,-4,0,1
458,6224,8,61,8,8,3,10,2,1,8,61,1494,19,-4,-4,0,-4,12,1,-4,45,-4,45,-4,0,-4,1,-4,2770,8040,-4,2,0,0,5100,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,208,6,1,1,2,1,1,-4,-4,0,32000,833,-4,1705,-4,234585,-4,1,32000,0,3,3,3,2340,52,0,0,0,1,3,7,4,0,-4,1,1
458,6225,8,63,8,8,3,13,2,2,8,63,20387,11,-4,-4,-4,-4,12,1,-4,50,-4,50,-4,0,-4,1,-4,8680,4010,-4,2,0,0,430,52,50,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,156,5,6,1,2,1,1,-4,-4,0,54000,1471,-4,2153,-4,173000,-4,3,114000,0,3,2,1,2600,52,0,0,0,0,3,2,3,1,23,1,1
458,6226,1,57,12,14,4,10,2,1,1,57,4869,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4230,52,8,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,200,6,1,0,-4,5,0,0,3,0,600,-4,-4,-4,-4,363642,-4,1,600,1,3,1,0,0,0,0,52,0,1,3,12,2,0,-4,-4,-4
458,6227,8,60,12,12,4,13,2,2,8,60,40845,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,5080,5240,-4,2,0,0,-4,-4,-4,3,-4,0,1,1,1,0,-4,-4,-4,0,-4,220,5,2,1,2,1,1,-4,-4,0,12000,75,-4,1025,-4,180436,-4,1,12000,0,3,3,3,1160,29,23,0,0,1,3,23,3,0,-4,1,1
-5,6228,8,58,-2,14,22,10,2,1,8,58,2921,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,73,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6229,9,59,11,14,3,10,2,1,9,59,4034,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6230,3,60,-2,6,4,10,2,1,3,60,1504,11,-4,-4,0,-4,8,1,-4,40,-4,40,-4,0,-4,1,-4,4870,9620,-4,2,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,1,3,145,5,9,0,-4,2,0,0,4,0,17000,450,-4,1100,-4,227138,-4,1,17000,0,3,3,6,2080,52,0,0,0,1,3,8,1,0,-4,1,1
458,6231,9,57,9,-4,5,13,2,2,9,57,4981,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,1,3,149,5,8,0,-4,1,0,0,1,0,0,-4,-4,-4,-4,265398,-4,1,0,1,3,1,0,0,0,5,47,0,1,3,4,2,0,-4,-4,-4
458,6232,12,60,11,12,5,13,2,2,12,60,2170,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,2,-4,1,1,1,1,0,-4,-4,-4,1,28,125,5,3,0,-4,1,1,-4,-4,0,0,-4,-4,-4,-4,212043,-4,1,8688,1,3,3,6,0,0,0,52,0,1,3,5,2,0,-4,-4,-4
458,6233,4,59,11,12,3,13,2,2,4,59,39860,11,-4,-4,0,-4,16,1,-4,20,-4,20,-4,0,-4,1,-4,8090,2000,-4,3,1,0,6230,-4,-4,3,-4,0,1,1,1,1,1,0,-4,0,-4,160,5,5,1,2,3,1,-4,-4,0,11520,141,-4,1200,-4,228517,-4,3,247920,0,3,3,6,940,47,0,5,0,1,3,11,3,2,32,1,1
458,6234,10,59,12,6,4,13,2,2,10,59,4794,11,-4,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,3,-4,1,1,1,1,1,1,1,168,0,-4,210,5,7,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,228517,-4,2,15600,0,3,2,1,0,0,0,52,0,1,3,1,3,0,-4,-4,-4
458,6235,2,58,12,6,4,13,2,2,2,58,33979,11,-4,-4,0,-4,14,1,-4,12,-4,12,-4,0,-4,1,-4,8090,3500,-4,1,0,0,9990,-4,-4,3,-4,0,0,0,-4,1,1,1,8,0,-4,170,5,0,0,-4,3,0,0,3,0,12000,26,-4,1508,-4,281021,-4,2,21324,0,3,2,1,0,0,52,0,0,1,3,20,3,0,-4,1,1
458,6236,8,57,12,-2,5,10,2,1,8,57,19095,11,-4,-4,-4,-4,15,1,-4,50,-4,50,-4,0,-4,1,-4,6170,9130,-4,2,0,0,5400,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,250,6,1,1,2,1,1,-4,-4,0,53477,807,-4,2384,-4,427342,-4,2,68954,0,3,2,1,1950,39,0,13,0,1,2,6,1,0,-4,1,1
458,6237,1,59,-2,-2,5,13,2,2,1,59,61835,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,9470,3710,-4,1,0,1,451,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,150,5,8,1,2,1,1,-4,-4,0,58000,1122,-4,2788,-4,228517,-4,7,60940,0,3,1,0,2080,52,0,0,0,1,2,15,0,6,5,1,1
458,6238,3,62,12,12,5,13,2,2,3,62,44441,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,9480,2110,-4,1,0,0,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,350,5,7,1,2,1,1,-4,-4,0,70000,902,-4,3365,-4,208128,-4,2,70000,0,3,3,6,2080,52,0,0,0,1,3,14,2,1,24,1,1
458,6239,3,58,10,6,3,13,2,2,3,58,14850,11,-4,-4,1,-4,12,1,-4,45,-4,45,-4,0,-4,1,-4,7070,7620,-4,3,0,0,9990,-4,-4,3,-4,0,0,0,-4,1,1,1,7,0,-4,190,5,8,1,1,1,1,-4,-4,0,25000,219,-4,1186,-4,360191,-4,1,38080,0,3,1,0,1395,31,21,0,0,1,2,15,3,0,-4,1,1
458,6240,4,63,11,10,9,13,2,2,4,63,14221,11,-4,-4,-4,-4,20,1,-4,40,-4,40,-4,0,-4,1,-4,9470,2000,-4,1,0,0,9130,52,40,1,-4,0,0,0,-4,0,-4,-4,-4,1,10,190,5,6,1,2,1,1,-4,-4,0,30000,983,-4,1442,-4,271932,-4,3,79000,0,3,2,1,2080,52,0,0,0,1,3,7,1,1,23,1,1
458,6241,9,64,-2,-2,9,10,2,1,9,64,9734,11,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,2340,40,40,-4,-4,1,1,1,1,0,-4,-4,-4,1,3,185,5,9,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,458341,-4,2,70400,0,3,2,1,0,0,0,52,0,1,3,11,4,0,-4,-4,-4
458,6242,6,58,9,8,9,10,2,1,6,58,2066,11,-4,-4,0,-4,18,1,-4,25,-4,25,-4,0,-4,1,-4,7860,2320,-4,2,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,5,10,1,1,1,1,-4,-4,0,17000,119,-4,-4,-4,393238,-4,2,17000,0,3,1,0,1050,42,10,0,0,1,3,13,2,1,18,1,1
458,6243,2,59,12,12,3,13,2,2,2,59,13895,11,2,3,0,-4,12,1,0,31,35,31,35,0,0,1,1,4970,4720,4600,2,0,0,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,1,10,198,5,3,1,1,1,1,-4,-4,0,13000,120,66,1209,498,305654,-4,2,13192,1,4,3,3,1612,52,0,0,0,1,3,24,2,1,27,1,1
458,6244,5,61,12,9,3,13,2,2,5,61,46280,11,-4,-4,-4,-4,12,1,0,40,35,40,35,0,0,1,1,690,5400,5000,1,0,0,9120,52,40,2,-4,0,0,0,-4,1,1,1,15,0,-4,250,4,11,1,1,1,1,-4,-4,0,27000,42,1173,872,1586,274676,-4,3,53388,0,3,2,1,35,1,0,51,0,1,3,19,2,1,17,1,1
-5,6245,1,60,10,11,0,13,2,2,1,60,14549,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6246,10,63,9,16,0,14,1,2,10,63,43012,11,-4,-4,0,-4,12,1,-4,20,-4,20,-4,0,-4,1,-4,5380,4720,-4,2,0,0,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,1,5,130,5,5,1,1,5,1,-4,-4,0,12000,297,-4,1000,-4,194068,-4,1,12050,0,3,3,6,1040,52,0,0,0,1,3,28,0,0,-4,1,1
458,6247,4,64,12,10,1,10,2,1,4,64,18408,11,-4,-4,-4,-4,16,1,-4,42,-4,60,-4,20,-4,1,-4,7860,2320,-4,1,0,1,3130,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,5,4,1,1,1,1,-4,-4,0,48000,118,-4,2449,-4,458341,-4,2,116000,0,3,2,1,2184,52,0,0,0,1,3,15,2,0,-4,1,1
458,6248,12,61,16,16,6,10,2,1,12,61,44281,21,-4,-4,0,-4,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,190,5,10,1,4,1,1,-4,-4,0,0,-4,-4,-4,-4,318658,-4,1,12000,0,3,1,0,0,0,35,17,0,1,3,11,1,0,-4,-4,-4
458,6249,7,61,11,12,3,10,2,1,7,61,14054,11,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4020,-4,-4,-4,-4,1,1,1,1,1,1,1,40,0,-4,160,5,7,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,318658,-4,4,-2,-3,3,2,1,0,0,0,52,0,1,3,20,2,1,5,-4,-4
-5,6250,4,60,10,7,2,10,2,1,4,60,4594,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6251,7,63,12,12,2,10,2,1,7,63,11584,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6252,3,60,-2,-3,6,10,2,1,3,60,14213,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,6690,1110,-4,2,1,1,430,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,215,5,11,1,1,1,1,-4,-4,0,79000,496,-4,4000,-4,432643,-4,3,192236,0,4,2,1,2080,52,0,0,0,1,2,6,5,1,15,1,1
458,6253,6,61,11,12,6,10,2,1,6,61,33278,11,-4,-4,0,16,16,1,-4,40,-4,40,-4,0,-4,1,-4,9480,5410,-4,1,0,1,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,173,5,8,1,4,1,1,-4,-4,0,33944,53,-4,1631,-4,420629,-4,1,38204,0,4,3,3,0,0,52,0,0,1,3,20,2,0,-4,1,1
458,6254,6,62,11,-2,6,10,2,1,6,62,22704,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,234,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,170,6,0,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,465376,-4,2,0,1,4,3,3,0,0,0,52,0,1,3,14,6,1,20,-4,-4
458,6255,8,63,11,-3,6,13,2,2,8,63,52670,11,-4,-4,0,-4,19,1,0,40,40,40,40,0,0,1,1,5380,5000,5000,2,0,0,9600,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,4,1,1,1,1,-4,-4,0,22000,23,69,1050,1530,358950,-4,1,22000,0,3,3,3,1960,49,3,0,0,1,3,17,2,0,-4,1,1
458,6256,9,64,10,-2,6,13,2,2,9,64,16633,11,-4,-4,1,-4,12,1,-4,6,-4,6,-4,0,-4,1,-4,8690,5620,-4,2,0,0,9620,10,5,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,5,8,1,1,1,1,-4,-4,0,3000,108,-4,833,-4,431176,-4,1,5280,1,3,1,0,312,52,0,0,0,1,3,21,0,0,-4,1,1
458,6257,9,59,7,9,5,13,2,2,-5,-5,239,11,-4,-4,0,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,0,-4,1,1,1,1,0,-4,-4,-4,0,-4,230,5,8,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,284706,-4,1,9693,1,3,3,3,0,0,0,52,0,1,3,9,0,0,-4,-4,-4
458,6258,10,57,-2,-2,7,13,2,2,10,57,14453,11,-4,-4,-4,-4,11,1,-4,30,-4,30,-4,0,-4,1,-4,8170,3600,-4,2,0,0,-4,-1,-1,4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,170,5,4,0,-4,3,0,0,3,0,-2,537,-4,1000,-4,491906,-4,3,-2,-3,3,3,6,1560,52,0,0,0,1,2,8,4,1,26,1,1
-5,6259,10,57,12,-2,9,13,2,2,10,57,5110,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6260,1,60,12,-2,2,10,2,1,1,60,47200,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6261,10,58,19,19,1,10,2,1,10,58,80076,11,-4,-4,-4,-4,20,1,0,40,40,40,40,2,0,1,1,7460,3060,3060,2,0,0,2340,42,50,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,220,5,10,1,2,1,1,-4,-4,0,45000,27,375,8413,7932,397957,-4,1,60740,0,3,3,1,1040,26,26,0,0,1,2,14,0,0,-4,1,1
-5,6262,1,61,12,11,2,13,2,2,1,61,72842,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6263,11,57,13,14,1,13,2,2,11,56,35023,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,72,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6264,11,58,12,14,2,13,2,2,11,58,19314,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6265,4,61,12,12,1,13,2,2,4,61,45814,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,72,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6266,3,64,-2,12,2,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6267,9,60,16,16,1,13,2,2,9,60,27464,11,-4,-4,1,-4,16,1,-4,44,-4,44,-4,0,-4,1,-4,9380,930,-4,1,0,0,7210,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,250,5,5,1,2,2,1,-4,-4,0,49000,632,-4,2141,-4,287023,-4,1,69400,0,3,1,0,2200,50,0,2,0,1,2,9,0,0,-4,1,1
458,6268,10,57,12,12,3,13,2,2,10,57,1307,11,-4,-4,0,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4250,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,180,5,2,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,416515,-4,1,576,1,3,3,2,0,0,44,8,0,1,3,10,2,0,-4,-4,-4
-5,6269,1,63,8,-3,3,9,3,1,1,63,35996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,69,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6270,1,63,10,6,4,13,2,2,1,63,32400,11,-4,-4,-4,-4,15,1,-4,40,-4,40,-4,0,-4,1,-4,8180,160,-4,2,0,0,520,52,60,4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,158,5,5,1,2,1,1,-4,-4,0,35000,711,-4,2500,-4,166624,-4,3,105000,0,3,2,1,2080,52,0,0,0,1,3,5,4,1,19,1,1
-5,6271,1,64,8,6,4,10,2,1,1,64,6027,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6272,1,58,8,7,7,10,2,1,1,58,37762,11,-4,-4,-4,-4,14,1,-4,40,-4,40,-4,0,-4,1,-4,4770,5240,-4,2,0,0,2100,3,20,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,10,1,2,1,1,-4,-4,0,51000,739,-4,2375,-4,264256,-4,2,126000,0,4,2,1,2080,52,0,0,0,1,3,7,1,0,-4,1,1
458,6273,7,59,12,12,4,13,2,2,7,59,1144,11,-4,-4,0,-4,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,6240,-4,-4,2,-4,1,1,1,1,0,-4,-4,-4,0,-4,157,5,7,0,-4,1,1,-4,-4,0,0,-4,-4,-4,-4,187287,-4,1,9660,1,3,3,3,0,0,0,52,0,1,3,1,2,0,-4,-4,-4
458,6274,5,62,6,4,14,13,2,2,5,62,-4,11,-4,-4,-4,-4,12,0,0,25,40,25,40,0,0,1,1,8270,3600,3410,2,0,0,7340,-4,-4,6,0,0,0,0,-4,1,1,0,-4,0,-4,180,5,0,1,1,1,1,-4,-4,0,10000,47,10,900,1153,186083,-4,5,33552,0,2,2,1,1550,50,2,0,0,1,3,16,6,3,14,0,1
458,6275,11,59,9,-2,8,13,2,2,11,59,16110,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,2,-4,1,1,1,1,1,1,1,168,0,-4,136,4,11,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,204313,-4,3,-2,-3,3,1,0,0,0,0,52,0,0,2,6,2,1,20,-4,-4
458,6276,1,63,9,7,8,13,2,2,1,63,13882,11,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,9130,52,40,0,-4,1,1,1,1,0,-4,-4,-4,0,-4,200,5,6,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,181771,-4,2,38000,0,3,2,1,0,0,52,0,0,1,2,14,0,0,-4,-4,-4
